x,y,pmi,count
that,wheel,0.36310807376122867,5
imagine,that,0.36310807376122867,5
pox,that,0.36310807376122867,5
know,none,0.3630887750420864,16
time,war,0.36307466833379715,6
seen,time,0.36307466833379715,6
pedro,we,0.3630578434772579,11
for,need,0.3630566124157851,28
for,windsor,0.3630566124157851,6
for,short,0.3630566124157851,16
advise,for,0.3630566124157851,6
it,receive,0.3630443606132152,14
let,shepherd,0.3630069625115968,6
he,impossible,0.36295100033357935,5
he,school,0.36295100033357935,5
chair,he,0.36295100033357935,5
displeasure,he,0.36295100033357935,5
he,places,0.36295100033357935,5
hell,thee,0.3629446004266848,11
are,boyet,0.3629412012470856,7
hold,thy,0.3629350124642688,35
sing,they,0.36293475460023195,7
exile,my,0.3629272336331803,6
my,wooing,0.3629272336331803,6
my,osr,0.3629272336331803,6
my,wipe,0.3629272336331803,6
my,throat,0.3629272336331803,12
if,sin,0.36288552881588876,11
hear,madam,0.36288261190748217,9
fair,richard,0.3628625586925097,8
bold,your,0.3628209512252515,18
glad,you,0.3628191341224979,32
spend,thou,0.3628187313174982,7
execute,to,0.362802780539833,8
menenius,one,0.36278006377690347,7
grumio,no,0.36277361952150544,7
eyes,fall,0.36277233068190046,5
soldiers,with,0.36274608605280184,33
a,m,0.3627215856625163,8
a,journey,0.3627215856625163,8
a,nation,0.3627215856625163,8
a,purchase,0.3627215856625163,8
company,take,0.36264965066260124,5
go,ladies,0.36263161240581065,5
much,nothing,0.3625808317987192,13
can,happy,0.3625775021302765,5
age,can,0.3625775021302765,5
tis,while,0.362573895018271,7
at,land,0.362573895018271,11
be,entertainment,0.36256668088413735,5
be,calm,0.36256668088413735,5
be,caliban,0.36256668088413735,10
ground,like,0.36256187152795577,6
second,sir,0.36254597000361793,31
pleasure,what,0.3625303998499058,17
gold,th,0.3625161853003064,5
silvius,you,0.36250339838928686,11
jaques,you,0.36250339838928686,22
receiv,this,0.36246118786223824,8
goodly,this,0.36246118786223824,10
bene,well,0.36246118786223824,6
norfolk,we,0.3624356449726923,9
ephesus,me,0.3624271109773533,25
good,suffer,0.36242062044528267,6
good,nay,0.36242062044528267,33
good,isabella,0.36242062044528267,9
how,orlando,0.3623626735651477,7
bloody,who,0.36235752310551506,6
desdemona,o,0.36232018409977707,14
as,many,0.3622866660858767,58
angel,is,0.36225838866083976,10
is,keeping,0.36225838866083976,5
is,recompense,0.36225838866083976,5
from,take,0.3622153060278097,64
hate,more,0.3621953148851275,8
mercy,o,0.362147810816346,11
quickly,she,0.36213825602789557,9
fall,when,0.36213225026846213,15
ready,when,0.36213225026846213,6
thing,when,0.36213225026846213,15
said,so,0.36212908510434216,37
king,wherein,0.36208946163630407,8
d,height,0.3620031465248397,6
as,kinsman,0.3619809325414634,5
as,stranger,0.3619809325414634,5
as,bark,0.3619809325414634,5
mirth,with,0.36197125180284084,8
and,followers,0.36196328224043467,25
forfeit,of,0.3619440118125304,10
knot,of,0.3619440118125304,10
nation,of,0.3619440118125304,10
of,towns,0.3619440118125304,10
seek,why,0.36193410678510235,7
bring,up,0.3619314054531919,10
grow,how,0.3619160982230703,6
ford,how,0.3619160982230703,12
nature,though,0.36190169191108346,5
rosalind,would,0.3618643277664568,12
doing,what,0.36182992472723946,7
silence,then,0.36179906076831,5
in,shade,0.36173155350411,6
dark,in,0.36173155350411,18
in,tomb,0.36173155350411,12
in,mouths,0.36173155350411,8
in,proportion,0.36173155350411,6
a,case,0.3617243533485675,30
any,could,0.36170905341437787,9
awhile,be,0.3617058392110012,14
said,t,0.36170005370486896,9
having,her,0.3616910541818535,11
choice,her,0.3616910541818535,5
him,presently,0.3616730556952721,14
devise,him,0.3616730556952721,5
him,patroclus,0.3616730556952721,7
him,trial,0.3616730556952721,6
henry,york,0.3616700560200264,6
wont,you,0.36166255692255567,12
thou,worst,0.3616239727045547,11
fast,like,0.36150390637162205,5
r,sir,0.36147871955488,5
hand,welcome,0.36146912496128186,6
hand,sword,0.36146912496128186,6
ease,that,0.3614661266942518,12
tell,yourself,0.36146462756849906,6
duke,the,0.3613715703522125,555
teach,thy,0.3613660714040877,8
a,pen,0.3613622903997914,11
a,sore,0.3613622903997914,11
been,clown,0.36131324251652697,5
and,lands,0.361307248155109,27
fell,from,0.36127470877958645,7
attend,our,0.36127470877958645,7
keeper,your,0.3612615438697302,8
menenius,now,0.3612519404510849,11
good,shepherd,0.361251590178431,7
s,sometimes,0.3612423145424285,9
pleasure,s,0.3612423145424285,27
hour,was,0.36118416795351077,14
ring,was,0.36118416795351077,14
eat,say,0.3611658052373152,5
king,kings,0.36113601562898145,7
knowing,not,0.3611165957022533,8
not,satisfied,0.3611165957022533,8
he,strikes,0.36109899547198593,6
old,still,0.3609851729083919,8
before,france,0.36097868392423743,9
see,third,0.3609742629136411,7
holy,man,0.36096720365131546,8
least,so,0.36095372719640756,10
leon,so,0.36095372719640756,12
dull,so,0.36095372719640756,11
high,so,0.36095372719640756,26
offend,so,0.36095372719640756,6
so,suddenly,0.36095372719640756,5
gone,pray,0.36093960945406534,7
france,set,0.3608746737496526,5
no,rosalind,0.36085302166767347,19
seems,that,0.36083625786462226,26
he,lies,0.3608010232600202,31
love,still,0.36077782294890126,24
enjoy,it,0.36074040570365096,8
freely,it,0.36074040570365096,8
father,told,0.36073097706637647,5
by,fought,0.36073097706637647,5
by,thief,0.36073097706637647,5
by,nerissa,0.36073097706637647,5
doubt,we,0.36072918115867514,12
sent,who,0.3607278983720068,7
loves,your,0.36070152511785203,25
become,now,0.36069550926426497,8
merry,say,0.3606453803914518,6
othello,say,0.3606453803914518,12
mine,right,0.36062817330642116,8
his,madness,0.3606104681769601,9
ask,when,0.36060573030698967,8
comes,way,0.3605996388358321,7
a,smell,0.3605874561498304,14
of,tricks,0.36058471654980556,11
of,suits,0.36058471654980556,11
mortimer,of,0.36058471654980556,22
moment,of,0.36058471654980556,11
hadst,not,0.3605733880243011,17
one,rich,0.3605586037829454,6
one,part,0.3605586037829454,18
provost,there,0.3605586037829454,5
king,royal,0.3605503183292826,13
ears,than,0.36054065216645415,6
bastard,take,0.3605155211499153,5
able,as,0.36050624697545774,6
as,spare,0.36050624697545774,6
as,wide,0.36050624697545774,6
years,yet,0.36049577637134894,6
twas,yet,0.36049577637134894,5
citizen,were,0.36049577637134894,6
but,profit,0.3604939814359914,5
but,mistake,0.3604939814359914,5
but,followed,0.3604939814359914,5
gave,who,0.36045688776608087,6
sir,thanks,0.36043096396368624,9
i,trust,0.3604088657585613,73
glad,on,0.36035893382873907,8
our,wars,0.3603477191386272,8
ask,some,0.36030734865189734,5
forth,their,0.3603001720693373,15
refuse,that,0.3602970964274002,7
shapes,that,0.3602970964274002,7
gait,with,0.3602714669249464,5
knights,with,0.3602714669249464,5
signs,with,0.3602714669249464,5
by,pass,0.36026121554745055,14
art,man,0.36024916356175785,37
ever,keep,0.3602430626601077,6
behold,they,0.36022886122430703,8
come,ll,0.36019354650907465,112
husband,s,0.36019202507793063,49
of,respect,0.36018573215619165,34
known,these,0.36015666531658475,5
free,these,0.36015666531658475,5
son,woman,0.36015038797871407,6
great,too,0.36014753467331256,22
him,lay,0.36012476713241137,28
is,she,0.36010598988659337,410
gon,not,0.36009110648456305,9
beat,me,0.3600652045064542,36
if,manners,0.3600562387970245,5
didst,if,0.3600562387970245,13
if,proceed,0.3600562387970245,5
d,knock,0.3600424457593119,13
all,lost,0.3600293427792272,20
and,colours,0.360028782463235,32
deed,o,0.3600084248057945,9
avoid,is,0.35996659188125496,7
enter,officer,0.3599558354947849,5
fellow,look,0.3599367136877237,6
set,then,0.3599230557695546,21
i,tickle,0.3599128126127938,5
i,praising,0.3599128126127938,5
i,rail,0.3599128126127938,15
desdemona,think,0.35990922756500293,5
almost,am,0.3599025696976197,7
at,lafeu,0.3598889128531695,6
at,e,0.3598889128531695,6
punish,to,0.3598583998930518,14
with,words,0.35984755817298525,64
dead,many,0.3597933269648331,6
question,was,0.3597809535440728,7
edward,true,0.35976346068863535,6
blame,no,0.3597365827960233,6
orleans,we,0.3597085121062678,5
humphrey,we,0.3597085121062678,5
his,vice,0.3596990418573393,7
say,thou,0.35966594446289185,183
is,worth,0.3596578151303144,37
back,ll,0.3596503388311224,17
or,other,0.35960004707240684,33
purpose,t,0.35958669439146984,5
escalus,lord,0.35957535036314325,6
forget,thou,0.35954102155626233,10
aught,thou,0.35954102155626233,8
sigh,thou,0.35954102155626233,6
fluellen,it,0.35950485869134396,13
ass,now,0.3594738643464839,5
she,takes,0.3594738643464839,5
going,she,0.3594738643464839,5
fled,now,0.3594738643464839,5
my,sorrows,0.3594667015236738,10
my,woes,0.3594667015236738,10
my,reputation,0.3594667015236738,10
flint,my,0.3594667015236738,5
flaminius,my,0.3594667015236738,5
my,nobler,0.3594667015236738,5
consider,d,0.3594559575109598,10
d,sigh,0.3594559575109598,10
as,steel,0.3594559575109598,7
italy,of,0.3594552114088357,12
bottom,of,0.3594552114088357,36
brother,noble,0.3594458852404317,8
made,sword,0.3593634506210051,6
for,weeping,0.3593604668558213,9
for,pyramus,0.3593604668558213,9
never,such,0.3593446958660995,28
living,they,0.3593306303314067,6
am,knows,0.3592998014094592,9
days,thy,0.3592629463163234,16
drink,would,0.35923729786956815,7
duke,wrong,0.3592321843416611,6
father,her,0.35921643505399814,75
on,work,0.35920235662879685,12
drown,in,0.35919921698871493,19
hour,one,0.3591508408585551,11
hostess,sir,0.35912481416140263,6
report,which,0.35912481416140263,7
dauphin,from,0.3590532487856284,6
golden,his,0.3590167251704028,12
cost,me,0.3590149150419562,7
iron,me,0.3590149150419562,7
faint,me,0.3590149150419562,7
me,press,0.3590149150419562,7
me,mov,0.3590149150419562,7
prince,stand,0.35901349533864985,9
made,woman,0.3590110818536801,7
devise,will,0.35898169520083795,5
good,lords,0.3589675922792741,26
him,olivia,0.3589671623193471,16
should,work,0.35892207621771144,6
before,play,0.35889972120890073,6
him,ll,0.35889800164049995,234
at,london,0.35883862338867156,7
nature,own,0.35882521282244584,6
let,therefore,0.358824318799421,30
cries,he,0.3587950405624217,8
gloucester,queen,0.3587939231115647,12
cressida,lord,0.3587703557269134,11
pass,we,0.3587684803931473,13
wish,yet,0.35874811010182883,8
assure,is,0.35869857789461956,9
sure,t,0.3586841076823134,7
lady,ye,0.35867772391838904,5
seen,some,0.35867772391838904,7
merry,when,0.3586509131345485,7
host,let,0.3586509131345485,8
weep,when,0.3586509131345485,7
but,reign,0.35864197657439795,6
nature,which,0.35863601896978997,18
the,tops,0.35862410400574574,5
canker,the,0.35862410400574574,10
least,the,0.35862410400574574,50
bay,the,0.35862410400574574,15
cornets,the,0.35862410400574574,7
owes,the,0.35862410400574574,13
reports,the,0.35862410400574574,9
accomplish,the,0.35862410400574574,6
copy,the,0.35862410400574574,7
broach,the,0.35862410400574574,6
carriage,the,0.35862410400574574,11
the,violence,0.35862410400574574,9
rear,the,0.35862410400574574,10
article,the,0.35862410400574574,9
motive,the,0.35862410400574574,8
swell,the,0.35862410400574574,13
holes,the,0.35862410400574574,5
revolted,the,0.35862410400574574,6
hills,the,0.35862410400574574,5
subdue,the,0.35862410400574574,5
extremest,the,0.35862410400574574,5
mast,the,0.35862410400574574,7
gentry,the,0.35862410400574574,7
the,volume,0.35862410400574574,5
defect,the,0.35862410400574574,6
fact,the,0.35862410400574574,6
propose,the,0.35862410400574574,5
rub,the,0.35862410400574574,6
riot,the,0.35862410400574574,7
the,westminster,0.35862410400574574,9
girdle,the,0.35862410400574574,5
adverse,the,0.35862410400574574,6
drag,the,0.35862410400574574,5
depose,the,0.35862410400574574,5
strangeness,the,0.35862410400574574,5
cull,the,0.35862410400574574,6
coffin,the,0.35862410400574574,8
nightingale,the,0.35862410400574574,5
beguile,the,0.35862410400574574,12
the,whereon,0.35862410400574574,15
soil,the,0.35862410400574574,15
event,the,0.35862410400574574,13
the,verity,0.35862410400574574,5
inheritance,the,0.35862410400574574,6
hedge,the,0.35862410400574574,9
garden,the,0.35862410400574574,23
fleet,the,0.35862410400574574,13
sphere,the,0.35862410400574574,5
orb,the,0.35862410400574574,5
shelter,the,0.35862410400574574,6
cannon,the,0.35862410400574574,10
falcon,the,0.35862410400574574,5
the,unruly,0.35862410400574574,7
served,the,0.35862410400574574,5
melted,the,0.35862410400574574,8
leading,the,0.35862410400574574,9
fraught,the,0.35862410400574574,5
hiding,the,0.35862410400574574,5
slaught,the,0.35862410400574574,5
crew,the,0.35862410400574574,5
sepulchre,the,0.35862410400574574,6
gallants,the,0.35862410400574574,6
the,turk,0.35862410400574574,9
the,underneath,0.35862410400574574,7
swelling,the,0.35862410400574574,9
shaking,the,0.35862410400574574,6
pleased,the,0.35862410400574574,5
rent,the,0.35862410400574574,5
bishops,the,0.35862410400574574,6
incense,the,0.35862410400574574,5
oswald,the,0.35862410400574574,9
snug,the,0.35862410400574574,5
the,verges,0.35862410400574574,5
boyet,they,0.35861338081758937,5
deliver,him,0.35858197871813025,14
armado,enter,0.3585526210853468,6
o,yes,0.3585436865475207,12
night,till,0.35852671143202025,10
in,spent,0.3585264136288986,15
in,madness,0.3585264136288986,15
blood,thy,0.3585083075827418,50
matter,sir,0.3585074800391144,19
of,wreck,0.3585017654015131,13
length,of,0.3585017654015131,13
left,out,0.3584900831801479,7
bite,your,0.3584686436855601,5
ears,your,0.3584686436855601,20
any,show,0.35844031454811354,7
each,some,0.35840671331246315,6
a,horse,0.35839542887465986,62
margaret,speak,0.3583918275200598,5
take,villain,0.3583918275200598,6
d,pair,0.3583688618697457,7
mind,thy,0.3583647154234231,28
honour,much,0.35836434739755574,13
encounter,this,0.35834462166740616,7
she,unless,0.35833696714774677,7
run,when,0.358325964012091,8
allow,for,0.3583101773913234,7
s,tut,0.3583078812033792,5
s,stain,0.3583078812033792,10
marshal,s,0.3583078812033792,5
s,written,0.3583078812033792,5
die,though,0.35830698824467955,6
all,colours,0.3583025234787212,5
it,makes,0.35827281678165246,52
edward,tell,0.35827127140214865,8
entreat,more,0.3582650212566952,5
hundred,more,0.3582650212566952,5
be,sad,0.3582018754816872,22
need,they,0.35813587171846323,9
can,do,0.3581129849877711,91
make,straight,0.35808826867323945,5
banish,him,0.3580689314264468,12
his,stoop,0.3580632791630802,5
his,wash,0.3580632791630802,10
wear,your,0.3580405564336456,26
he,mrs,0.3580297637443094,27
citizen,ll,0.3579990270245327,9
my,powers,0.3579920159576681,14
harry,thee,0.3579811808951347,7
th,way,0.3579701990261469,13
scorn,which,0.35795262861335175,5
have,stood,0.3578984493302658,11
is,lawful,0.3578935832583897,11
fal,no,0.357814922661152,11
are,reg,0.3578116792310343,5
blame,lord,0.3578063276242966,5
armado,thou,0.35778629398971173,13
glad,good,0.3577632623326097,7
claud,good,0.3577632623326097,7
a,perpetual,0.3577581661309661,6
a,fold,0.3577581661309661,6
a,reading,0.3577581661309661,9
a,hideous,0.3577581661309661,6
a,peasant,0.3577581661309661,6
a,carriage,0.3577581661309661,6
a,gallows,0.3577581661309661,6
a,root,0.3577581661309661,12
a,vex,0.3577581661309661,9
a,throws,0.3577581661309661,6
a,beget,0.3577581661309661,6
ends,that,0.35775735537712744,11
gives,me,0.35772938529650483,22
madam,within,0.3577100099779574,5
could,were,0.35770287618717883,20
knows,no,0.3576232234826242,15
check,it,0.3575352658284395,5
art,why,0.35746990343476676,27
caius,sir,0.3574512302718365,7
gentle,sweet,0.3574461377303773,6
be,mirth,0.3574270412317262,7
even,full,0.3574247497083147,5
honest,were,0.35739365973986664,9
duke,son,0.35738542968687387,16
appears,in,0.3573667481016599,11
in,valour,0.3573667481016599,22
breed,in,0.3573667481016599,11
life,though,0.3573659380782021,11
cast,him,0.35735168191262945,10
become,is,0.3573371520715698,26
sleep,we,0.3573362382613358,18
blush,but,0.3573239346464848,7
tell,valentine,0.35731782539482615,5
choose,i,0.3572727164465854,41
father,kind,0.35726793638944077,6
flies,with,0.35726595678522116,9
am,hortensio,0.35719667632169483,5
man,parolles,0.3571852249013094,7
as,takes,0.35717319545155973,11
golden,thy,0.3571699568104796,7
fury,thy,0.3571699568104796,5
thy,vows,0.3571699568104796,5
tear,thy,0.3571699568104796,6
pandarus,where,0.3571432389430531,5
me,pursue,0.35713077116740477,5
forth,night,0.35711207017501856,6
send,to,0.3570841165848234,97
knew,love,0.35698678157602404,7
glory,of,0.3569805922809803,30
find,heaven,0.356972792199156,7
if,yield,0.3569651618198826,10
at,edg,0.3569544795141202,5
doubt,which,0.35692955515577285,8
gar,i,0.3569073024730685,12
dote,i,0.3569073024730685,12
march,with,0.3568917262735658,20
him,thither,0.35687417281350337,9
beat,than,0.35684450660649036,9
english,enter,0.3568049548158267,8
i,say,0.3568031725946348,719
sir,stop,0.35678359834650014,5
souls,there,0.35669818296970734,5
eyes,heaven,0.35669818296970734,9
fool,thou,0.35669317868343603,48
richard,then,0.3566796166322784,23
s,slander,0.35666593413640235,8
faces,s,0.35666593413640235,8
i,mean,0.35666186902098507,122
is,taken,0.35661812130814713,17
because,is,0.35661812130814713,34
sharp,with,0.35658577734798336,11
story,that,0.3565772066022709,15
grumio,what,0.3565736489839156,9
helen,her,0.3565514145294424,6
her,train,0.3565514145294424,6
lady,why,0.3565143596347582,27
less,yet,0.3565113953797601,7
fool,head,0.3565060597717485,5
he,won,0.3565032437828369,12
d,wrong,0.35648471799519427,46
ill,make,0.35648274195782104,9
king,sound,0.35647240590884316,13
dare,they,0.35646871235100025,10
did,first,0.356465998002006,38
for,spend,0.35642603351677193,10
for,pomp,0.35642603351677193,5
far,tis,0.3564135863134525,8
bury,in,0.35640271999904305,9
art,soldier,0.3563922490805648,5
borne,by,0.3563661716639264,6
by,proof,0.3563661716639264,6
lust,of,0.3563641344316938,16
of,sacred,0.3563641344316938,16
of,salt,0.3563641344316938,16
hope,our,0.3563534721903164,21
cannot,i,0.3563316967136544,312
fortunes,here,0.3563140215276717,5
clown,old,0.35630691063062125,5
nurse,speak,0.35627846820666076,5
nurse,take,0.35627846820666076,5
purpose,speak,0.35627846820666076,5
come,within,0.3562744493186903,23
do,learn,0.3562239587667641,9
buckingham,queen,0.3562215889463069,5
day,done,0.3562180342398673,12
got,them,0.35621447956252283,5
aught,that,0.35619607934489855,17
pity,such,0.35615879341561735,6
grief,love,0.3560995606711306,9
should,words,0.3560881706848489,13
feel,let,0.35605810255626896,5
let,music,0.35605810255626896,9
ajax,let,0.35605810255626896,6
should,thus,0.3560440373092809,24
himself,prince,0.35598704070846204,7
to,torment,0.3559633560095276,12
italian,to,0.3559633560095276,6
beds,to,0.3559633560095276,9
directly,to,0.3559633560095276,12
brawl,to,0.3559633560095276,6
choke,to,0.3559633560095276,6
likely,to,0.3559633560095276,9
provoke,to,0.3559633560095276,6
push,to,0.3559633560095276,9
heirs,to,0.3559633560095276,9
brain,from,0.35596217180848655,5
sirrah,what,0.3559210651167191,14
good,soldier,0.3559142143796825,15
for,revenge,0.355854217131461,23
are,signior,0.35583311324894634,9
dost,hast,0.35577214937805884,5
find,way,0.3557458132654073,6
hark,you,0.35572431735789733,34
how,soon,0.35571178582178553,6
how,work,0.35571178582178553,8
do,ford,0.355702909535813,21
knave,s,0.35568373737723036,25
armado,man,0.3556816071896317,5
bardolph,ll,0.35567036470595004,9
d,whore,0.3556629684938208,8
time,when,0.3556561640899083,45
ford,you,0.35563241290682884,70
down,them,0.3555364240275925,25
brow,her,0.355530745477035,5
on,whiles,0.3555218728904293,5
cried,no,0.3555200983948599,5
no,theseus,0.3555200983948599,5
cold,their,0.35547218975495337,8
queen,stay,0.35546233266568183,9
gates,king,0.35545888273729104,6
speaks,what,0.35543226992510646,12
sit,there,0.3554189641305343,9
afraid,it,0.355411572198584,6
do,isabella,0.3553125324471434,12
list,your,0.35529859689605353,7
this,wicked,0.35528260323511485,8
rascal,this,0.35528260323511485,8
black,why,0.3552752875192098,5
indeed,much,0.3552672083532586,9
lucio,o,0.3552659767862848,8
should,voice,0.35524159247934384,5
provost,sir,0.35522977027787844,6
call,fool,0.3552251259296359,7
prayers,shall,0.35520760451749783,6
close,ll,0.35520612684036257,5
from,souls,0.35519282797239027,6
knew,you,0.355175421126426,41
ephesus,you,0.355175421126426,41
make,would,0.3551637156559228,74
been,many,0.35515293381170854,8
hand,here,0.35515153408314293,38
sense,that,0.35513914408995323,27
gone,leave,0.3550687248384816,6
by,force,0.35501111757896026,8
i,seen,0.3550054781180496,110
condemn,thou,0.3549933938055416,5
cup,thou,0.3549933938055416,5
this,way,0.35499011620066534,73
mad,should,0.35489814091387334,8
battle,the,0.35489623148650257,58
lion,the,0.35489623148650257,58
in,wholesome,0.35489212897380457,7
in,suits,0.35489212897380457,7
continue,in,0.35489212897380457,7
in,stick,0.35489212897380457,7
horse,one,0.35478076492398547,8
i,produce,0.3547731729603827,7
at,sight,0.3547665933659446,10
brings,what,0.35474887956866824,5
seems,to,0.3547027035077836,43
beat,or,0.3546648293968946,11
shake,will,0.35466032141819537,10
blood,their,0.35463362127294107,26
chief,now,0.3546213615520718,6
now,seem,0.3546213615520718,12
drawn,now,0.3546213615520718,5
great,has,0.35459100563741053,7
general,the,0.3545461915853063,106
marriage,of,0.3545199937333235,40
claud,ll,0.3545106991787113,6
comes,master,0.35448325927323376,10
but,hurt,0.3544620166660783,11
ham,then,0.35445869760256665,16
he,his,0.35445798156776065,805
are,cominius,0.354425350324556,7
one,past,0.354398295078127,5
forth,world,0.3543823661418929,5
all,fled,0.3543811019656282,7
demetrius,love,0.3543305379322839,7
credit,my,0.3543270618712627,12
charles,thou,0.35429796614389036,13
is,living,0.35428945898956443,22
is,melancholy,0.35428945898956443,12
argument,is,0.35428945898956443,12
account,his,0.3542702901459411,6
his,image,0.3542702901459411,6
syracuse,think,0.3542567250139913,5
many,whose,0.35425470291880823,7
steal,to,0.3542156897400075,31
by,fail,0.35420010990741874,5
john,stay,0.35420010990741874,5
o,troth,0.3541788811450706,6
such,use,0.3541435021802917,9
been,boy,0.3541346578894035,6
cannot,yet,0.3541217602880394,24
cressida,no,0.354070031999627,13
doing,for,0.35403979409640973,11
any,put,0.3540222247480869,7
her,win,0.35400422551556254,8
dauphin,then,0.35397372325635346,5
apparel,s,0.3539430758009291,6
duncan,s,0.3539430758009291,6
look,ye,0.35393128889392744,5
hear,macbeth,0.3539242169032758,5
it,thinking,0.3539009811733454,7
condemn,it,0.3539009811733454,7
force,which,0.3538747161929124,5
weak,which,0.3538747161929124,5
devil,thou,0.35386388866457175,24
him,provost,0.3538477181833155,11
slave,thy,0.35384201346155214,10
said,true,0.35383847817863096,6
noble,true,0.35383847817863096,10
a,companion,0.3538278725025337,10
a,stage,0.3538278725025337,10
care,thee,0.35382522112397696,13
some,there,0.35382522112397696,56
need,there,0.35382522112397696,8
been,down,0.3537957624512912,9
so,twill,0.3537751425692841,6
seeming,so,0.3537751425692841,6
ask,let,0.35376630577668416,9
hide,in,0.3537626238328347,24
stand,they,0.35372675281340815,28
draw,them,0.35367721149716247,8
go,needs,0.3536767697528842,5
ne,should,0.3536737406613658,7
let,marry,0.35363187009014296,17
though,young,0.35362199694432744,6
have,hundred,0.3536090862461552,13
king,plain,0.3535828777385356,7
hide,would,0.3535601649778776,5
lie,yet,0.35354691641602115,10
rous,with,0.35353808426597805,6
remains,with,0.35353808426597805,6
vows,with,0.35353808426597805,10
misery,with,0.35353808426597805,6
store,with,0.35353808426597805,6
pain,with,0.35353808426597805,10
habit,with,0.35353808426597805,6
some,virtue,0.35350364059695255,5
dies,thee,0.35348067966845825,6
forget,i,0.3534650560620513,39
first,petruchio,0.353436527448388,5
macbeth,say,0.3534241656311012,10
hector,most,0.3533658932314472,5
angelo,most,0.3533658932314472,5
damned,that,0.35334823647207236,10
give,therefore,0.35332850329635646,17
d,have,0.3533184910650867,996
fault,o,0.35331115961384374,10
born,who,0.353309394128118,5
appear,us,0.35329527050067877,5
mercy,us,0.35329527050067877,6
lives,there,0.35329527050067877,9
straight,us,0.35329527050067877,5
malice,of,0.3532949027040172,24
forest,of,0.3532949027040172,24
by,rosaline,0.35327509468678453,7
go,nurse,0.35325491981014495,7
answer,nay,0.35324937188336997,5
father,seek,0.35321053838024546,5
best,world,0.3532070082339583,6
as,lovers,0.3532070082339583,6
as,manners,0.3532070082339583,7
as,desperate,0.3532070082339583,5
as,bad,0.3532070082339583,12
as,christian,0.3532070082339583,7
as,seest,0.3532070082339583,5
and,rights,0.35318935793292955,10
and,arts,0.35318935793292955,7
and,stole,0.35318935793292955,11
and,tyrants,0.35318935793292955,5
and,seas,0.35318935793292955,21
and,rite,0.35318935793292955,5
and,rough,0.35318935793292955,35
and,whipp,0.35318935793292955,8
and,cowards,0.35318935793292955,14
and,chains,0.35318935793292955,6
and,lighted,0.35318935793292955,5
and,spit,0.35318935793292955,14
and,fret,0.35318935793292955,6
and,truce,0.35318935793292955,7
and,shouts,0.35318935793292955,6
and,stock,0.35318935793292955,15
and,capital,0.35318935793292955,7
and,labours,0.35318935793292955,5
achieve,and,0.35318935793292955,7
and,states,0.35318935793292955,7
and,plenty,0.35318935793292955,6
and,priests,0.35318935793292955,9
and,stately,0.35318935793292955,5
and,desolation,0.35318935793292955,5
and,bias,0.35318935793292955,6
and,plucks,0.35318935793292955,7
and,waits,0.35318935793292955,5
and,smil,0.35318935793292955,6
and,guards,0.35318935793292955,7
and,stafford,0.35318935793292955,14
and,posts,0.35318935793292955,6
and,knighthood,0.35318935793292955,5
and,plainness,0.35318935793292955,6
and,cull,0.35318935793292955,6
and,display,0.35318935793292955,5
and,maskers,0.35318935793292955,5
and,boil,0.35318935793292955,5
and,bagot,0.35318935793292955,9
and,berkeley,0.35318935793292955,7
and,cleomenes,0.35318935793292955,8
and,forlorn,0.35318935793292955,9
and,walks,0.35318935793292955,14
and,everywhere,0.35318935793292955,8
and,rent,0.35318935793292955,5
and,quicken,0.35318935793292955,5
and,blushes,0.35318935793292955,6
and,starts,0.35318935793292955,7
accidents,and,0.35318935793292955,7
and,loyalty,0.35318935793292955,12
and,ox,0.35318935793292955,6
and,rout,0.35318935793292955,5
and,rheum,0.35318935793292955,7
and,grim,0.35318935793292955,8
and,offices,0.35318935793292955,15
and,plough,0.35318935793292955,5
and,meal,0.35318935793292955,6
and,plots,0.35318935793292955,7
and,cudgel,0.35318935793292955,8
and,grac,0.35318935793292955,6
and,sugar,0.35318935793292955,8
and,rue,0.35318935793292955,9
and,glendower,0.35318935793292955,13
and,angus,0.35318935793292955,6
and,challeng,0.35318935793292955,5
and,teaching,0.35318935793292955,6
and,jades,0.35318935793292955,6
and,famine,0.35318935793292955,6
and,ceremonies,0.35318935793292955,5
and,brawl,0.35318935793292955,8
and,fawn,0.35318935793292955,7
and,compassion,0.35318935793292955,5
and,snug,0.35318935793292955,5
and,borachio,0.35318935793292955,6
and,timandra,0.35318935793292955,5
ever,were,0.35318424876913923,19
advise,i,0.3531794299538254,16
doth,she,0.3531639343553474,42
a,few,0.35313796849422097,17
kiss,ll,0.35312317569207013,10
him,smell,0.3530728839333545,5
gown,him,0.3530728839333545,5
love,viola,0.35300848369398874,6
again,france,0.3529908414592517,8
prove,t,0.3529614393272099,6
says,who,0.3529364490799499,6
shadow,your,0.35293615508559906,10
beat,no,0.3529361032042637,17
her,writ,0.3529171298743483,7
quit,this,0.35291586995600793,6
render,this,0.35291586995600793,6
garden,this,0.35291586995600793,6
i,troth,0.3529079110441353,41
action,there,0.3528717751166544,5
shall,strike,0.35283570085055427,11
march,them,0.3528347389111422,5
cressida,was,0.35283209358874495,8
inform,me,0.35276596576495467,6
clothes,me,0.35276596576495467,6
acquainted,me,0.35276596576495467,6
commanded,me,0.35276596576495467,6
ay,fear,0.35275803110269066,10
she,when,0.3527271562964799,92
course,of,0.3527182269030418,53
pompey,why,0.35271307075460945,6
know,syracuse,0.3526689965000374,8
